17,0.33821295066865875,17.6
14,0.6467712114805363,32.0
11,0.3586153928653923,43.2
18,0.29121813130366847,62.4
5,0.6952294585243067,67.8
8,1.1825366801922055,76.4
13,2.035884328737761,90.4
4,0.16985287751463043,95.4
1,0.2164116447883524,96.4
10,0.5516130890397709,106.6
1,0.7145823955290261,108.2
1,0.5221379128161442,110.0
1,0.689844185305639,111.4
8,0.32695718374123417,119.6
4,0.3140350298931625,125.0
6,0.9968134228630753,132.2
9,0.5361380419257706,141.6
6,0.7878102563434932,148.4
6,0.28111385593741206,154.6
5,0.7262761182911086,159.6
1,0.7484096471852842,160.6
6,0.41996309361656875,167.0
8,0.40118324989959386,175.8
4,0.29437391188758577,180.4
1,0.17511424842085263,181.8
9,0.5891434460299125,191.2
1,0.16483021567661635,192.4
1,0.24495101551126577,193.6
4,0.4606354306824434,197.6
3,0.10084145972763349,201.6
3,0.28689545134072764,205.0
7,0.7340367838194494,213.0
7,0.23748894711122825,220.6
3,0.16070469812671936,224.0
1,0.16304907236779928,225.4
3,0.45547447787993556,229.0
6,0.38360396244043093,235.4
7,0.7198069185552461,242.4
1,0.3606008874087805,243.6
12,0.3736107600163575,255.8
9,0.51289082658983,265.6
9,1.085232693941718,275.4
7,0.2303605869067017,283.0
9,0.8413090989642279,292.0
7,0.42903146737739467,300.0
10,0.7893959716137398,310.6
1,0.1522268044727993,312.4
3,0.3319427661510339,316.2
1,0.4046047453997547,317.6
1,0.48947727219963905,319.4
1,0.5238024436750943,320.8
1,0.31394904045083544,322.4
3,0.12515989773086206,326.0
3,0.23245214561281266,330.0
3,0.34179672321425225,334.0
6,0.7691501803939209,340.0
5,0.25991537084212696,345.8
2,0.14401388821915712,348.0
8,0.4362717043311423,356.4
2,0.1514760707174567,359.4
9,0.3328438072129326,369.0
1,0.1827840255602225,370.6
12,0.9161058890761481,383.4
4,0.10071742649611297,388.4
4,0.22489108474993005,393.2
2,0.5631500688093722,395.8
3,0.5511533361960174,399.4
1,0.36941575494285644,401.4
6,0.72582780327017,407.8
1,0.17886866690396105,409.2
1,0.4287400144609777,410.6
1,0.3611343240402383,411.8
8,0.8171028087089164,420.4
6,0.25042763425788267,427.0
5,0.5753503280610859,432.6
7,0.4101828860398732,440.2
1,0.1417674151559519,442.0
11,0.2700074073057998,453.4
5,0.32897720285758336,458.6
1,0.501665227018975,459.6
2,0.33824547299261754,462.2
6,0.5257318708239019,468.6
12,0.22212158832495432,480.8
8,0.7649555542644298,489.8
6,0.2372445995170376,496.4
17,0.5914676660646806,514.4
6,0.11595257651298606,520.6
5,0.4199345187050002,526.6
4,0.30689411854905263,531.8
1,0.15394154734833576,534.0
1,0.268001865665147,535.8
1,0.358240142920919,536.8
12,1.1899802519369795,549.4
3,0.16122654868228076,553.4
10,1.832535402113695,563.8
7,0.346652563815703,571.6
3,0.1073359212938526,574.8
12,0.28800000000000026,587.0
11,0.10084145972763439,599.0
4,0.7311723463042087,684.0
1,0.7017834423809111,685.6
3,0.4966296406780413,689.8
6,0.44302821580572077,696.6
7,0.5714840330227944,705.2
2,0.38200000000000145,708.8
1,0.263893918080731,711.2
7,0.22826738707051492,718.2
4,1.165312833534412,722.8
4,0.4227647099747088,728.0
1,0.1027034566117425,729.6
1,0.12766362050325739,731.4
3,0.6954861608975417,735.2
4,0.3608226711280764,739.4
1,0.11985407794480682,741.2
1,0.11627553482998879,743.0
2,0.2289999999999992,745.2
3,0.1120000000000001,748.6
1,0.18879883474216613,749.8
1,0.3260000000000005,750.8
1,0.36842638342008077,751.8
3,0.40597660031090493,755.2
1,0.10270345661174063,757.0
5,0.56921700607062,762.8
4,0.17661823235441942,767.2
2,0.36562959398823247,770.0
6,0.2811280846873889,776.0
3,0.4280490626084825,780.0
6,0.2857008925432327,786.4
8,0.4997639442776962,794.8
2,0.2551489760904402,797.4
6,1.8186396014603878,803.8
6,0.3600000000000008,810.8
14,0.2820868660537034,825.4
5,0.3019420474196986,830.8
3,0.1289961239727769,834.0
6,0.3959217094325596,840.4
1,0.8212344366866273,842.4
4,0.20584703058339146,847.0
2,0.12080562900792348,849.8
7,0.46592810604212415,857.6
1,0.11374532957444931,858.6
1,0.13926234236145751,859.6
4,0.11692732785794883,864.0
5,0.10404806581575572,869.6
1,0.21395326592506084,871.8
4,0.39564251541006157,875.8
9,0.4007804885470353,886.0
1,0.1653602128687561,887.0
11,0.25,898.8
7,1.486943509350643,906.8
10,0.2700074073057998,917.4
11,1.6497602856172773,929.6
6,0.38009077863057844,935.8
9,0.3291640928169401,945.6
4,0.11768602295939984,950.2
1,0.18901058171435947,952.0
8,0.24704048251248195,960.0
7,0.41413162158907896,968.6
1,0.5303630831798163,970.4
6,0.24328789530101724,977.4
2,0.48541219597369,1012.2
14,0.3769204160031664,1026.8
14,0.4907647094076759,1041.0
4,0.20584703058339326,1045.8
3,0.10200000000000031,1049.4
1,0.14213022197970335,1050.6
1,0.202780669690186,1052.0
1,0.12397580409095928,1053.6
4,0.6062384019509143,1058.2
7,0.4132045498297426,1066.2
1,0.12976902558006706,1067.6
1,0.10171037311896891,1068.8
1,0.10332473082471552,1070.2
5,0.1438401890988734,1076.0
2,0.10200000000000031,1078.6
1,0.11670903992407869,1079.8
1,0.10501904589168573,1081.2
3,0.33194276615103524,1084.6
9,0.11670903992407831,1093.8
5,0.29421080877493294,1098.8
13,0.4047344808636889,1112.6
7,0.10208329931972293,1120.2
1,0.125399362039845,1121.4
3,0.24135658267385168,1125.0
2,0.10850345616615165,1128.0
4,0.31123785116852276,1132.4
6,0.37477726718679266,1138.8
1,0.28000000000000114,1140.2
1,0.26573106705840943,1141.8
3,0.3837877017310481,1145.0
3,0.1030776406404391,1148.6
7,0.1298653148458044,1156.4
1,0.5641391672273786,1158.6
7,0.10846658471621672,1166.4
14,0.5230420633180454,1181.4
7,0.3440930106817062,1188.6
3,0.13064838307457113,1191.6
2,0.10084641788382952,1194.4
1,0.11475626344561782,1195.6
1,0.10791200118615091,1197.2
7,0.3390294972417586,1204.2
1,0.2950254226333726,1205.6
3,0.3301893396219825,1209.2
6,0.2657310670584077,1216.0
11,0.24209502266672103,1227.2
19,0.21029740844813122,1246.2
2,0.3572016237365103,1249.6
6,0.4543830982772129,1256.2
9,0.36448593937215173,1265.6
